0	0
0.01	3.33333e-07
0.02	2.66667e-06
0.03	9e-06
0.04	2.13333e-05
0.05	4.16666e-05
0.06	7.19999e-05
0.07	0.000114333
0.08	0.000170666
0.09	0.000242999
0.1	0.000333331
0.11	0.000443662
0.12	0.000575991
0.13	0.000732318
0.14	0.000914641
0.15	0.00112496
0.16	0.00136527
0.17	0.00163757
0.18	0.00194385
0.19	0.00228612
0.2	0.00266636
0.21	0.00308657
0.22	0.00354874
0.23	0.00405486
0.24	0.00460691
0.25	0.00520688
0.26	0.00585675
0.27	0.00655851
0.28	0.00731412
0.29	0.00812556
0.3	0.00899479
0.31	0.00992378
0.32	0.0109145
0.33	0.0119689
0.34	0.0130888
0.35	0.0142764
0.36	0.0155334
0.37	0.0168617
0.38	0.0182634
0.39	0.0197403
0.4	0.0212944
0.41	0.0229273
0.42	0.0246412
0.43	0.0264377
0.44	0.0283187
0.45	0.0302861
0.46	0.0323417
0.47	0.0344872
0.48	0.0367245
0.49	0.0390551
0.5	0.041481
0.51	0.0440038
0.52	0.0466251
0.53	0.0493467
0.54	0.0521701
0.55	0.0550969
0.56	0.0581287
0.57	0.0612671
0.58	0.0645135
0.59	0.0678694
0.6	0.0713362
0.61	0.0749153
0.62	0.0786081
0.63	0.0824158
0.64	0.0863398
0.65	0.0903811
0.66	0.094541
0.67	0.0988205
0.68	0.103221
0.69	0.107743
0.7	0.112387
0.71	0.117156
0.72	0.122048
0.73	0.127066
0.74	0.132209
0.75	0.137479
0.76	0.142875
0.77	0.148399
0.78	0.154051
0.79	0.15983
0.8	0.165738
0.81	0.171774
0.82	0.177939
0.83	0.184231
0.84	0.190652
0.85	0.197201
0.86	0.203877
0.87	0.210681
0.88	0.217611
0.89	0.224666
0.9	0.231847
0.91	0.239152
0.92	0.24658
0.93	0.254129
0.94	0.2618
0.95	0.269589
0.96	0.277497
0.97	0.28552
0.98	0.293658
0.99	0.301908
1	0.310268
1.01	0.318737
1.02	0.327311
1.03	0.335988
1.04	0.344766
1.05	0.353641
1.06	0.362611
1.07	0.371673
1.08	0.380824
1.09	0.390059
1.1	0.399376
1.11	0.40877
