0	0
0.01	0.01
0.02	0.02
0.03	0.03
0.04	0.04
0.05	0.05
0.06	0.0599999
0.07	0.0699998
0.08	0.0799997
0.09	0.0899994
0.1	0.099999
0.11	0.109998
0.12	0.119998
0.13	0.129996
0.14	0.139995
0.15	0.149992
0.16	0.15999
0.17	0.169986
0.18	0.179981
0.19	0.189975
0.2	0.199968
0.21	0.209959
0.22	0.219948
0.23	0.229936
0.24	0.23992
0.25	0.249902
0.26	0.259881
0.27	0.269857
0.28	0.279828
0.29	0.289795
0.3	0.299757
0.31	0.309714
0.32	0.319665
0.33	0.329609
0.34	0.339546
0.35	0.349475
0.36	0.359396
0.37	0.369307
0.38	0.379208
0.39	0.389099
0.4	0.398977
0.41	0.408843
0.42	0.418695
0.43	0.428532
0.44	0.438354
0.45	0.448158
0.46	0.457945
0.47	0.467712
0.48	0.477458
0.49	0.487183
0.5	0.496884
0.51	0.506561
0.52	0.516211
0.53	0.525833
0.54	0.535426
0.55	0.544988
0.56	0.554518
0.57	0.564012
0.58	0.573471
0.59	0.582891
0.6	0.592271
0.61	0.601608
0.62	0.610901
0.63	0.620148
0.64	0.629346
0.65	0.638493
0.66	0.647586
0.67	0.656624
0.68	0.665604
0.69	0.674523
0.7	0.683379
0.71	0.692169
0.72	0.70089
0.73	0.70954
0.74	0.718116
0.75	0.726615
0.76	0.735033
0.77	0.743369
0.78	0.751619
0.79	0.759779
0.8	0.767848
0.81	0.77582
0.82	0.783694
0.83	0.791466
0.84	0.799132
0.85	0.806689
0.86	0.814134
0.87	0.821463
0.88	0.828672
0.89	0.835758
0.9	0.842718
0.91	0.849547
0.92	0.856242
0.93	0.862799
0.94	0.869215
0.95	0.875485
0.96	0.881607
0.97	0.887575
0.98	0.893387
0.99	0.899038
1	0.904524
1.01	0.909842
1.02	0.914989
1.03	0.919959
1.04	0.924749
1.05	0.929356
1.06	0.933775
1.07	0.938003
1.08	0.942037
1.09	0.945871
1.1	0.949504
1.11	0.952931
1.12	0.956148
1.13	0.959152
1.14	0.96194
1.15	0.964509
1.16	0.966854
1.17	0.968974
1.18	0.970864
1.19	0.972522
1.2	0.973945
1.21	0.975129
1.22	0.976074
1.23	0.976775
1.24	0.97723
1.25	0.977438
1.26	0.977395
1.27	0.977101
1.28	0.976553
1.29	0.975749
1.3	0.974689
1.31	0.973371
1.32	0.971793
1.33	0.969955
1.34	0.967856
1.35	0.965497
1.36	0.962875
1.37	0.959993
1.38	0.956849
1.39	0.953444
1.4	0.949779
1.41	0.945855
1.42	0.941674
1.43	0.937236
1.44	0.932543
1.45	0.927599
1.46	0.922404
1.47	0.916962
1.48	0.911276
1.49	0.905349
1.5	0.899185
1.51	0.892787
1.52	0.88616
1.53	0.879309
1.54	0.872238
1.55	0.864952
1.56	0.857458
1.57	0.849761
1.58	0.841867
1.59	0.833784
1.6	0.825517
1.61	0.817074
1.62	0.808464
1.63	0.799693
1.64	0.79077
1.65	0.781704
1.66	0.772504
1.67	0.763179
1.68	0.753738
1.69	0.744192
1.7	0.734551
1.71	0.724826
1.72	0.715026
1.73	0.705164
1.74	0.695251
1.75	0.685298
1.76	0.675317
1.77	0.665321
1.78	0.655322
1.79	0.645333
1.8	0.635365
1.81	0.625434
1.82	0.61555
1.83	0.605729
1.84	0.595983
1.85	0.586326
1.86	0.576772
1.87	0.567334
1.88	0.558026
1.89	0.548861
1.9	0.539855
1.91	0.53102
1.92	0.522371
1.93	0.51392
1.94	0.505682
1.95	0.497671
1.96	0.489898
1.97	0.482378
1.98	0.475124
1.99	0.468147
2	0.461461
2.01	0.455078
2.02	0.44901
2.03	0.443267
2.04	0.437861
2.05	0.432803
2.06	0.428103
2.07	0.42377
2.08	0.419814
2.09	0.416244
2.1	0.413066
2.11	0.41029
2.12	0.407921
2.13	0.405967
2.14	0.404431
